t1,ch1
0.260833208,0.033062925
0.280833208,0.021107969
0.300833208,0.021107969
0.320833208,0.016126738
0.340833208,0.016126738
0.360833208,0.01811923
0.380833208,0.025092955
0.400833208,0.019115477
0.420833208,0.019115477
0.440833208,0.017122984
0.460833208,0.027085447
0.480833208,0.021107969
0.500833208,0.026089201
0.520833208,0.015130491
0.540833208,0.017122984
0.560833208,0.023100462
0.580833208,0.01811923
0.600833208,0.024096708
0.620833208,0.019115477
0.640833208,0.020111723
0.660833208,0.023100462
0.680833208,0.021107969
0.700833208,0.019115477
0.720833208,0.019115477
0.740833208,0.020111723
0.760833208,0.024096708
0.780833208,0.024096708
0.800833208,0.019115477
0.820833208,0.024096708
0.840833208,0.025092955
0.860833208,0.027085447
0.880833208,0.021107969
0.900833208,0.022104216
0.920833208,0.022104216
0.940833208,0.021107969
0.960833208,0.023100462
0.980833208,0.021107969
1.000833208,0.026089201
1.020833208,0.026089201
1.040833208,0.020111723
1.060833208,0.022104216
1.080833208,0.023100462
1.100833208,0.024096708
1.120833208,0.021107969
1.140833208,0.019115477
1.160833208,0.003175535
1.180833208,0.016126738
1.200833208,0.021107969
1.220833208,0.021107969
1.240833208,0.017122984
1.260833208,0.012141752
1.280833208,0.022104216
1.300833208,0.024096708
1.320833208,0.019115477
1.340833208,0.014134245
1.360833208,0.015130491
1.380833208,0.019115477
1.400833208,0.022104216
1.420833208,0.021107969
1.440833208,0.025092955
1.460833208,0.022104216
1.480833208,0.021107969
1.500833208,0.021107969
1.520833208,0.023100462
1.540833208,0.017122984
1.560833208,0.028081694
1.580833208,0.01811923
1.600833208,0.016126738
1.620833208,0.024096708
1.640833208,0.020111723
1.660833208,0.019115477
1.680833208,0.026089201
1.700833208,0.026089201
1.720833208,0.019115477
1.740833208,0.013137999
1.760833208,0.012141752
1.780833208,0.036051664
1.800833208,0.026089201
1.820833208,0.024096708
1.840833208,0.020111723
1.860833208,0.017122984
1.880833208,0.01811923
1.900833208,0.01811923
1.920833208,0.017122984
1.940833208,0.022104216
1.960833208,0.021107969
1.980833208,0.021107969
2.000833208,0.019115477
2.020833208,0.026089201
2.040833208,0.022104216
2.060833208,0.013137999
2.080833208,-0.00080945
2.100833208,0.024096708
2.120833208,0.017122984
2.140833208,0.01811923
2.160833208,0.019115477
2.180833208,0.013137999
2.200833208,0.015130491
2.220833208,0.01811923
2.240833208,0.017122984
2.260833208,0.017122984
2.280833208,0.016126738
2.300833208,0.019115477
2.320833208,-0.004794436
2.340833208,0.016126738
2.360833208,0.015130491
2.380833208,0.01811923
2.400833208,0.020111723
2.420833208,0.017122984
2.440833208,0.021107969
2.460833208,0.022104216
2.480833208,0.021107969
2.500833208,0.026089201
2.520833208,0.024096708
2.540833208,0.023100462
2.560833208,0.01811923
2.580833208,0.01811923
2.600833208,0.016126738
2.620833208,0.021107969
2.640833208,0.020111723
2.660833208,0.01811923
2.680833208,0.019115477
2.700833208,0.016126738
2.720833208,0.022104216
2.740833208,0.020111723
2.760833208,0.019115477
2.780833208,0.020111723
2.800833208,0.011145506
2.820833208,0.023100462
2.840833208,0.024096708
2.860833208,0.064942808
2.880833208,0.050995359
2.900833208,0.049002867
2.920833208,0.045017881
2.940833208,0.047010374
2.960833208,0.049999113
2.980833208,0.046014128
3.000833208,0.032066679
3.020833208,0.042029142
3.040833208,0.044021635
3.060833208,0.044021635
3.080833208,0.037047911
3.100833208,0.04003665
3.120833208,0.032066679
3.140833208,0.038044157
3.160833208,0.033062925
3.180833208,0.035055418
3.200833208,0.027085447
3.220833208,0.026089201
3.240833208,0.034059172
3.260833208,0.026089201
3.280833208,0.033062925
3.300833208,0.031070433
3.320833208,0.030074186
3.340833208,0.028081694
3.360833208,0.027085447
3.380833208,0.02907794
3.400833208,0.026089201
3.420833208,0.02907794
3.440833208,0.028081694
3.460833208,0.028081694
3.480833208,0.024096708
3.500833208,0.030074186
3.520833208,0.026089201
3.540833208,0.036051664
3.560833208,0.035055418
3.580833208,0.030074186
3.600833208,0.037047911
3.620833208,0.026089201
3.640833208,0.027085447
3.660833208,0.028081694
3.680833208,0.031070433
3.700833208,-0.002801943
3.720833208,0.030074186
3.740833208,0.02907794
3.760833208,0.024096708
3.780833208,0.033062925
3.800833208,0.026089201
3.820833208,0.030074186
3.840833208,0.030074186
3.860833208,0.032066679
3.880833208,0.028081694
3.900833208,0.015130491
3.920833208,0.023100462
3.940833208,0.028081694
3.960833208,0.027085447
3.980833208,0.030074186
4.000833208,0.031070433
4.020833208,0.033062925
4.040833208,0.033062925
4.060833208,0.034059172
4.080833208,0.030074186
4.100833208,0.031070433
4.120833208,0.035055418
4.140833208,0.028081694
4.160833208,0.031070433
4.180833208,0.033062925
4.200833208,0.028081694
4.220833208,0.034059172
4.240833208,0.030074186
4.260833208,0.038044157
4.280833208,0.025092955
4.300833208,0.02907794
4.320833208,0.030074186
4.340833208,0.030074186
4.360833208,0.033062925
4.380833208,0.031070433
4.400833208,0.031070433
4.420833208,0.031070433
4.440833208,0.021107969
4.460833208,0.031070433
4.480833208,0.02907794
4.500833208,0.035055418
4.520833208,0.02907794
4.540833208,0.030074186
4.560833208,0.032066679
4.580833208,0.024096708
4.600833208,0.024096708
4.620833208,0.02907794
4.640833208,0.033062925
4.660833208,0.030074186
4.680833208,0.032066679
4.700833208,0.034059172
4.720833208,0.02907794
4.740833208,0.031070433
4.760833208,0.034059172
4.780833208,0.023100462
4.800833208,0.026089201
4.820833208,0.030074186
4.840833208,0.031070433
4.860833208,0.031070433
4.880833208,0.030074186
4.900833208,0.025092955
4.920833208,0.028081694
4.940833208,0.041032896
4.960833208,0.02907794
4.980833208,0.026089201
5.000833208,0.025092955
5.020833208,0.030074186
5.040833208,0.023100462
5.060833208,0.027085447
5.080833208,0.032066679
5.100833208,0.032066679
5.120833208,0.032066679
5.140833208,0.02907794
5.160833208,0.028081694
5.180833208,0.02907794
5.200833208,0.031070433
5.220833208,0.026089201
5.240833208,0.026089201
5.260833208,0.027085447
5.280833208,0.026089201
5.300833208,0.035055418
5.320833208,0.028081694
5.340833208,0.02907794
5.360833208,0.034059172
5.380833208,0.02907794
5.400833208,0.033062925
5.420833208,0.032066679
5.440833208,0.032066679
5.460833208,0.024096708
5.480833208,0.034059172
5.500833208,0.030074186
5.520833208,0.027085447
5.540833208,0.038044157
5.560833208,0.031070433
5.580833208,0.031070433
5.600833208,0.027085447
5.620833208,0.036051664
5.640833208,0.033062925
5.660833208,0.024096708
5.680833208,0.033062925
5.700833208,0.02907794
5.720833208,0.028081694
5.740833208,0.027085447
5.760833208,0.034059172
5.780833208,0.027085447
5.800833208,0.028081694
5.820833208,0.034059172
5.840833208,0.024096708
5.860833208,0.031070433
5.880833208,0.026089201
5.900833208,0.02907794
5.920833208,0.031070433
5.940833208,0.024096708
5.960833208,0.034059172
5.980833208,0.02907794
6.000833208,0.026089201
6.020833208,0.02907794
6.040833208,0.030074186
6.060833208,0.028081694
6.080833208,0.032066679
6.100833208,-0.009775667
6.120833208,0.02907794
6.140833208,0.034059172
6.160833208,0.027085447
6.180833208,0.028081694
6.200833208,0.034059172
6.220833208,0.028081694
6.240833208,0.032066679
6.260833208,0.037047911
6.280833208,0.028081694
6.300833208,0.036051664
6.320833208,0.027085447
6.340833208,0.030074186
6.360833208,0.031070433
6.380833208,0.038044157
6.400833208,0.028081694
6.420833208,0.033062925
6.440833208,0.025092955
6.460833208,0.034059172
6.480833208,0.024096708
6.500833208,0.027085447
6.520833208,0.033062925
6.540833208,0.02907794
6.560833208,0.02907794
6.580833208,0.033062925
6.600833208,0.024096708
6.620833208,0.028081694
6.640833208,0.030074186
6.660833208,0.031070433
6.680833208,0.030074186
6.700833208,0.027085447
6.720833208,0.025092955
6.740833208,0.033062925
6.760833208,0.033062925
6.780833208,0.034059172
6.800833208,0.026089201
6.820833208,0.030074186
6.840833208,0.032066679
6.860833208,0.028081694
6.880833208,0.030074186
6.900833208,0.033062925
6.920833208,0.032066679
6.940833208,0.034059172
6.960833208,0.027085447
6.980833208,0.021107969
7.000833208,0.032066679
7.020833208,0.025092955
7.040833208,0.032066679
7.060833208,0.031070433
7.080833208,0.033062925
7.100833208,0.028081694
7.120833208,0.032066679
7.140833208,0.026089201
7.160833208,0.024096708
7.180833208,0.030074186
7.200833208,0.02907794
7.220833208,0.02907794
7.240833208,0.027085447
7.260833208,0.031070433
7.280833208,0.031070433
7.300833208,0.034059172
7.320833208,0.026089201
7.340833208,0.023100462
7.360833208,0.04003665
7.380833208,0.028081694
7.400833208,0.02907794
7.420833208,0.030074186
7.440833208,0.02907794
7.460833208,0.028081694
7.480833208,0.033062925
7.500833208,0.027085447
7.520833208,0.027085447
7.540833208,0.003175535
7.560833208,0.038044157
7.580833208,0.021107969
7.600833208,0.026089201
7.620833208,0.028081694
7.640833208,0.02907794
7.660833208,0.038044157
7.680833208,0.028081694
7.700833208,0.026089201
7.720833208,0.022104216
7.740833208,0.032066679
7.760833208,0.030074186
7.780833208,0.025092955
7.800833208,0.026089201
7.820833208,0.035055418
7.840833208,0.028081694
7.860833208,0.032066679
7.880833208,0.026089201
7.900833208,0.02907794
7.920833208,0.035055418
7.940833208,0.033062925
7.960833208,0.032066679
7.980833208,0.039040403
8.000833208,0.02907794
8.020833208,-0.004794436
8.040833208,0.02907794
8.060833208,0.030074186
8.080833208,0.033062925
8.100833208,0.031070433
8.120833208,0.030074186
8.140833208,0.037047911
8.160833208,0.034059172
8.180833208,0.027085447
8.200833208,0.036051664
8.220833208,0.034059172
8.240833208,0.030074186
8.260833208,0.028081694
8.280833208,0.031070433
8.300833208,0.032066679
8.320833208,0.027085447
8.340833208,0.028081694
8.360833208,0.027085447
8.380833208,0.026089201
8.400833208,0.034059172
8.420833208,0.026089201
8.440833208,0.036051664
8.460833208,0.036051664
8.480833208,0.037047911
8.500833208,0.028081694
8.520833208,0.036051664
8.540833208,0.031070433
8.560833208,0.028081694
8.580833208,0.035055418
8.600833208,0.04003665
8.620833208,0.034059172
8.640833208,0.02907794
8.660833208,0.031070433
8.680833208,0.035055418
8.700833208,0.033062925
8.720833208,0.033062925
8.740833208,0.028081694
8.760833208,0.036051664
8.780833208,0.036051664
8.800833208,0.035055418
8.820833208,0.032066679
8.840833208,0.037047911
8.860833208,0.033062925
8.880833208,0.031070433
8.900833208,0.033062925
8.920833208,0.032066679
8.940833208,0.030074186
8.960833208,0.031070433
8.980833208,0.034059172
9.000833208,0.030074186
9.020833208,0.033062925
9.040833208,0.030074186
9.060833208,0.032066679
9.080833208,0.033062925
9.100833208,0.034059172
9.120833208,0.031070433
9.140833208,0.039040403
9.160833208,0.036051664
9.180833208,0.030074186
9.200833208,0.037047911
9.220833208,0.037047911
9.240833208,0.028081694
9.260833208,0.032066679
9.280833208,0.032066679
9.300833208,0.02907794
9.320833208,0.030074186
9.340833208,0.026089201
9.360833208,0.025092955
9.380833208,0.022104216
9.400833208,0.034059172
9.420833208,0.031070433
9.440833208,0.032066679
9.460833208,0.032066679
9.480833208,0.033062925
9.500833208,0.033062925
9.520833208,0.025092955
9.540833208,0.028081694
9.560833208,0.02907794
9.580833208,0.027085447
9.600833208,0.026089201
9.620833208,0.036051664
9.640833208,0.042029142
9.660833208,0.035055418
9.680833208,0.033062925
9.700833208,0.039040403
9.720833208,0.031070433
9.740833208,0.026089201
9.760833208,0.038044157
9.780833208,0.032066679
9.800833208,0.031070433
9.820833208,0.034059172
9.840833208,0.039040403
9.860833208,0.02907794
9.880833208,0.032066679
9.900833208,0.038044157
9.920833208,0.030074186
9.940833208,0.032066679
9.960833208,0.02907794
9.980833208,0.035055418
10.00083321,0.02907794
10.02083321,0.036051664
10.04083321,0.037047911
10.06083321,0.037047911
10.08083321,0.02907794
10.10083321,0.030074186
10.12083321,0.038044157
10.14083321,0.028081694
10.16083321,0.033062925
10.18083321,0.033062925
10.20083321,0.033062925
10.22083321,0.033062925
10.24083321,0.041032896
10.26083321,0.036051664
10.28083321,0.036051664
10.30083321,0.039040403
10.32083321,0.037047911
10.34083321,0.034059172
10.36083321,0.038044157
10.38083321,0.031070433
10.40083321,0.037047911
10.42083321,0.031070433
10.44083321,0.037047911
10.46083321,0.037047911
10.48083321,0.032066679
10.50083321,0.034059172
10.52083321,0.038044157
10.54083321,0.038044157
10.56083321,0.034059172
10.58083321,0.033062925
10.60083321,0.033062925
10.62083321,0.032066679
10.64083321,0.02907794
10.66083321,0.023100462
10.68083321,0.032066679
10.70083321,0.035055418
10.72083321,0.034059172
10.74083321,0.035055418
10.76083321,0.030074186
10.78083321,0.033062925
10.80083321,0.032066679
10.82083321,0.036051664
10.84083321,0.027085447
10.86083321,-0.017745638
10.88083321,0.037047911
10.90083321,0.034059172
10.92083321,0.033062925
10.94083321,0.033062925
10.96083321,0.032066679
10.98083321,0.038044157
11.00083321,0.032066679
11.02083321,0.028081694
11.04083321,0.033062925
11.06083321,0.032066679
11.08083321,0.028081694
11.10083321,0.032066679
11.12083321,0.030074186
11.14083321,0.033062925
11.16083321,0.037047911
11.18083321,0.034059172
11.20083321,0.02907794
11.22083321,0.036051664
11.24083321,0.02907794
11.26083321,0.031070433
11.28083321,0.033062925
11.30083321,0.031070433
11.32083321,0.031070433
11.34083321,0.032066679
11.36083321,0.037047911
11.38083321,0.031070433
11.40083321,0.025092955
11.42083321,0.031070433
11.44083321,0.035055418
11.46083321,0.027085447
11.48083321,0.034059172
11.50083321,0.035055418
11.52083321,0.037047911
11.54083321,0.032066679
11.56083321,0.033062925
11.58083321,0.037047911
11.60083321,0.032066679
11.62083321,0.037047911
11.64083321,0.032066679
11.66083321,0.04003665
11.68083321,0.031070433
11.70083321,0.033062925
11.72083321,0.035055418
11.74083321,0.030074186
11.76083321,0.028081694
11.78083321,0.034059172
11.80083321,0.039040403
11.82083321,0.036051664
11.84083321,0.033062925
11.86083321,0.034059172
11.88083321,0.032066679
11.90083321,0.027085447
11.92083321,0.036051664
11.94083321,0.036051664
11.96083321,0.038044157
11.98083321,0.041032896
12.00083321,0.036051664
12.02083321,0.036051664
12.04083321,0.035055418
12.06083321,0.02907794
12.08083321,0.033062925
12.10083321,0.034059172
12.12083321,0.031070433
12.14083321,0.034059172
12.16083321,0.038044157
12.18083321,0.035055418
12.20083321,0.039040403
12.22083321,0.035055418
12.24083321,0.033062925
12.26083321,0.034059172
12.28083321,0.034059172
12.30083321,0.027085447
12.32083321,0.033062925
12.34083321,0.02907794
12.36083321,0.023100462
12.38083321,0.037047911
12.40083321,0.04003665
12.42083321,0.02907794
12.44083321,0.031070433
12.46083321,0.038044157
12.48083321,0.030074186
12.50083321,0.026089201
12.52083321,0.036051664
12.54083321,0.033062925
12.56083321,0.034059172
12.58083321,0.037047911
12.60083321,0.034059172
12.62083321,0.033062925
12.64083321,0.04003665
12.66083321,0.032066679
12.68083321,0.035055418
12.70083321,0.037047911
12.72083321,0.034059172
12.74083321,0.031070433
12.76083321,0.02907794
12.78083321,0.032066679
12.80083321,-0.004794436
12.82083321,0.038044157
12.84083321,0.033062925
12.86083321,0.035055418
12.88083321,0.035055418
12.90083321,0.033062925
12.92083321,0.039040403
12.94083321,0.038044157
12.96083321,0.039040403
12.98083321,0.034059172
13.00083321,0.036051664
13.02083321,0.02907794
13.04083321,0.039040403
13.06083321,0.034059172
13.08083321,0.034059172
13.10083321,0.02907794
13.12083321,0.034059172
13.14083321,0.035055418
13.16083321,0.027085447
13.18083321,0.032066679
13.20083321,0.039040403
13.22083321,0.035055418
13.24083321,0.038044157
13.26083321,0.034059172
13.28083321,0.031070433
13.30083321,0.037047911
13.32083321,0.038044157
13.34083321,0.030074186
13.36083321,0.035055418
13.38083321,0.034059172
13.40083321,0.037047911
13.42083321,0.032066679
13.44083321,0.037047911
13.46083321,0.034059172
13.48083321,0.035055418
13.50083321,0.037047911
13.52083321,0.030074186
13.54083321,0.035055418
13.56083321,0.034059172
13.58083321,0.027085447
13.60083321,0.033062925
13.62083321,0.033062925
13.64083321,0.02907794
13.66083321,0.034059172
13.68083321,0.025092955
13.70083321,0.034059172
13.72083321,0.042029142
13.74083321,0.035055418
13.76083321,0.032066679
13.78083321,0.028081694
13.80083321,0.04003665
13.82083321,0.033062925
13.84083321,0.032066679
13.86083321,0.034059172
13.88083321,0.030074186
13.90083321,0.035055418
13.92083321,0.036051664
13.94083321,0.037047911
13.96083321,0.033062925
13.98083321,0.034059172
14.00083321,0.034059172
14.02083321,0.032066679
14.04083321,0.034059172
14.06083321,0.039040403
14.08083321,0.033062925
14.10083321,0.035055418
14.12083321,0.04003665
14.14083321,0.035055418
14.16083321,0.02907794
14.18083321,0.033062925
14.20083321,0.032066679
14.22083321,0.031070433
14.24083321,0.039040403
14.26083321,0.031070433
14.28083321,0.037047911
14.30083321,0.037047911
14.32083321,0.041032896
14.34083321,0.036051664
14.36083321,0.035055418
14.38083321,0.037047911
14.40083321,0.035055418
14.42083321,0.038044157
14.44083321,0.041032896
14.46083321,0.032066679
14.48083321,0.039040403
14.50083321,0.038044157
14.52083321,0.037047911
14.54083321,0.027085447
14.56083321,0.036051664
14.58083321,0.035055418
14.60083321,0.035055418
14.62083321,0.038044157
14.64083321,0.030074186
14.66083321,0.038044157
14.68083321,0.033062925
14.70083321,0.046014128
14.72083321,0.037047911
14.74083321,0.037047911
14.76083321,0.034059172
14.78083321,0.035055418
14.80083321,0.035055418
14.82083321,0.032066679
14.84083321,0.034059172
14.86083321,0.034059172
14.88083321,0.033062925
14.90083321,0.035055418
14.92083321,0.037047911
14.94083321,0.033062925
14.96083321,0.032066679
14.98083321,0.038044157
15.00083321,0.041032896
15.02083321,0.034059172
15.04083321,0.034059172
15.06083321,0.034059172
15.08083321,0.036051664
15.10083321,0.033062925
15.12083321,0.038044157
15.14083321,0.035055418
15.16083321,0.034059172
15.18083321,0.034059172
15.20083321,0.041032896
15.22083321,0.033062925
15.24083321,0.036051664
15.26083321,0.032066679
15.28083321,0.037047911
15.30083321,0.039040403
15.32083321,0.034059172
15.34083321,0.039040403
15.36083321,0.036051664
15.38083321,0.034059172
15.40083321,0.033062925
15.42083321,0.036051664
15.44083321,0.042029142
15.46083321,0.038044157
15.48083321,0.034059172
15.50083321,0.032066679
15.52083321,0.034059172
15.54083321,0.032066679
15.56083321,0.031070433